"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1387","profile update with valid data for John Doe","firefox","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","1680","API payment processing with invalid card details shows error","webkit","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","955","contact form submission with empty subject shows validation error","firefox","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","694","signup with valid credentials for bob@example.com","chromium","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","886","login with valid credentials for vinayksgowda123567@gmail.com","chromium","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","2433","test2","webkit","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","761","8. Feature section visible","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1002","signup1 with invalid email","firefox","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","751","delete cart item carpenter","chromium","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","1622","payment processing for electrician booking","firefox","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","77","API login with invalid credentials","chromium","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","3200","delete cart item painter","webkit","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","1875","payment using cash on delivery","firefox","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","841","home page combox testing for plumber","firefox","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","3606","search for plumber","webkit","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","675","19. Contact info section visible","firefox","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","65","API payment processing without authentication shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","2502","profile update with empty phone and email shows validation error","webkit","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","3649","card details wrong selection","webkit","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","70","API login with missing fields","webkit","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","3205","delete cart item plumber","webkit","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","1618","Create session and save login state","webkit","2026-03-30","passed","2026-03-30","","session.spec.js","",""
"","69","API booking creation without authentication shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","644","signup with valid credentials for user@example.com","chromium","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","1837","home page combox testing for electrician","firefox","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","843","API booking history retrieval after login","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","719","home page combox testing for painter","chromium","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","1031","contact form submission with valid data for jane@example.com","firefox","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","836","upi tesing without details","chromium","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1253","delete cart item cleaner","firefox","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","489","6. Hero section text visible","chromium","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1190","API payment processing with invalid booking ID shows error","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","4852","payment processing for cleaner booking","firefox","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","30611","search for carpenter","firefox","2026-03-30","broken","2026-03-30","","cart.spec.js","",""
"","1259","card details wrong selection","firefox","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1155","profile update with empty username shows validation error","chromium","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","1353","delete cart item plumber","firefox","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","1216","delete cart item painter","firefox","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","1209","cookie-based API login and booking history retrieval","firefox","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","1218","search for electrician","firefox","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","808","17. Footer is visible","firefox","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","2071","home page combox testing for cleaning","firefox","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","2523","test3","firefox","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","1477","card details wrong selection 2","firefox","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","4355","test4","webkit","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","71","API login with SQL injection attempt","webkit","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","661","contact form submission with invalid email shows validation error","chromium","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","80","API login with invalid credentials","webkit","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","2187","contact form submission with valid data for john@example.com","webkit","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","65","API login with empty email and password","firefox","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","1448","API booking creation with invalid data shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","937","signup3 with invalid username shows validation error","firefox","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","861","login with empty password shows validation errors","firefox","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","79","API login with missing fields","chromium","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","3631","test6","webkit","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","3939","payment processing for carpenter booking","webkit","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1494","signup with valid credentials for vinayksgowda123567@gmail.com","webkit","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","1534","signup with valid credentials for bob@example.com","webkit","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","2356","profile update with empty username shows validation error","webkit","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","1097","4. Click Find Workers navigation","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1160","cookie-based API login and booking","chromium","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","3970","upi tesing without details","webkit","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1252","login with XSS attempt shows error","webkit","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","1085","16. Navigate to Cook","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1781","contact form submission with valid data for jane@example.com","webkit","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","1646","login with SQL injection attempt shows error","webkit","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","1231","contact form submission with empty message shows validation error","firefox","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","890","login with valid credentials for alice@example.com","chromium","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","2509","test5","firefox","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","616","contact form submission with valid data for alice@example.com","chromium","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","970","contact form submission with valid data for alice@example.com","firefox","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","752","2. Header links are visible","firefox","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1008","contact form submission with invalid email shows validation error","firefox","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","1588","API payment processing with invalid card details shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","77","API booking creation without authentication shows error","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","572","20. Contact details visible","chromium","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1236","signup with valid credentials for test@example.com","firefox","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","2158","contact form submission with short message shows validation error","webkit","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","3678","card details wrong selection 2","webkit","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","2207","login with valid credentials for user@example.com","webkit","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","668","signup with valid credentials for alice@example.com","chromium","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","1189","payment processing for painter booking","chromium","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1209","payment using cash on delivery","chromium","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1586","signup with valid credentials for test@example.com","webkit","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","1428","home page combox testing for mason","webkit","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","3150","delete cart item electrician","webkit","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","1390","profile update with valid data for Alice Johnson","firefox","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","924","login with valid credentials for bob@example.com","chromium","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","1517","test11","firefox","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","1922","search for plumber","firefox","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","803","test1","chromium","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","887","login with valid credentials for user@example.com","chromium","2026-03-30","passed","2026-03-30","","login.spec.js","",""
"","1340","API payment processing after booking","chromium","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","574","3. Click Home navigation","chromium","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","636","test2","chromium","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","4583","test2","webkit","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","632","8. Feature section visible","chromium","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1145","profile update with empty phone and email shows validation error","chromium","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","3843","payment processing for electrician booking","webkit","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","936","home page combox testing for cleaning","chromium","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","1492","signup2 with invalid phone shows validation error","webkit","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","534","7. Main heading visible","chromium","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1971","payment processing for painter booking","firefox","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1080","search for cook","firefox","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","363","get started link","chromium","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","1225","payment method upi checking","chromium","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1799","home page combox testing for laundry","firefox","2026-03-30","passed","2026-03-30","","home.spec.js","",""
"","2240","profile update with valid data for Alice Johnson","webkit","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","1561","signup with valid credentials for user@example.com","webkit","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","4009","payment processing for cleaner booking","webkit","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","689","signup3 with invalid username shows validation error","chromium","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","766","delete cart item plumber","chromium","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","4139","test1","webkit","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","800","20. Contact details visible","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","1020","contact form submission with valid data for bob@example.com","firefox","2026-03-30","passed","2026-03-30","","contact.spec.js","",""
"","1023","signup with valid credentials for bob@example.com","firefox","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","2692","payment processing for plumber booking","chromium","2026-03-30","passed","2026-03-30","Payment Processing Tests","payment.spec.js","",""
"","1709","cookie-based API login and booking history retrieval","webkit","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","1043","profile update with valid data for Bob Brown","chromium","2026-03-30","passed","2026-03-30","","profile.spec.js","",""
"","798","2. Header links are visible","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","2333","test7","webkit","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","1218","API booking history retrieval after login","firefox","2026-03-30","passed","2026-03-30","","payment-api.spec.js","",""
"","732","get started link","firefox","2026-03-30","passed","2026-03-30","","example.spec.js","",""
"","645","signup2 with invalid phone shows validation error","chromium","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","2908","delete cart item cook","webkit","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","727","test8","chromium","2026-03-30","passed","2026-03-30","","mybookings.spec.js","",""
"","693","6. Hero section text visible","webkit","2026-03-30","passed","2026-03-30","QuickHelp UI Tests (With Stored Session)","home.spec.js","",""
"","720","search for cleaner","chromium","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
"","1468","signup1 with invalid email","webkit","2026-03-30","passed","2026-03-30","","signUp.spec.js","",""
"","70","API login with empty email and password","webkit","2026-03-30","passed","2026-03-30","","api.spec.js","",""
"","2647","search for painter","webkit","2026-03-30","passed","2026-03-30","","cart.spec.js","",""
